block_height,market,position,account,coll_usd_e8,debt_usd_e8,health,health_low,health_high,liquidatable,dust
9049309,zest-v1,SP226X8S1JHGSZJ6KKYA0D2H6NNAMNCAYXWPRDKN6,SP226X8S1JHGSZJ6KKYA0D2H6NNAMNCAYXWPRDKN6,5441080994,1491924510,2.188213,2.188213,2.188213,no,false
9049309,zest-v1,SP22AG163Q337WVNQ3KYY3DNKEA7C4Z1WWH22DNQ5,SP22AG163Q337WVNQ3KYY3DNKEA7C4Z1WWH22DNQ5,29024,2969,5.865409,5.803772,5.926844,no,true
9049309,zest-v1,SP22ARKWN5F6CCYXX5DYVJQCE2YSAPGEEYDZHYSVR,SP22ARKWN5F6CCYXX5DYVJQCE2YSAPGEEYDZHYSVR,5693447195,2963219826,1.152823,1.152823,1.152823,no,false
9049309,zest-v1,SP22RJ9GSWXWTV2F1JSHNKE4A62P4PBY1A1G549BZ,SP22RJ9GSWXWTV2F1JSHNKE4A62P4PBY1A1G549BZ,240059,249690,0.576857,0.570801,0.582915,yes,true
9049309,zest-v1,SP22TS112NMSK54WGFR7HVB5320KJHAPH2A6EFHF7,SP22TS112NMSK54WGFR7HVB5320KJHAPH2A6EFHF7,377146592,207800,1088.969948,1077.535761,1100.404138,no,true
9049309,zest-v1,SP22VK42TD6TGSGMVQE3KRZ04YFE47WZYY7G0T893,SP22VK42TD6TGSGMVQE3KRZ04YFE47WZYY7G0T893,280836244,111589512,1.510014,1.510014,1.510014,no,true
9049309,zest-v1,SP22VW8FV3Y47C7FRDB9J89XEF53AYHGA3TZHCH32,SP22VW8FV3Y47C7FRDB9J89XEF53AYHGA3TZHCH32,16747667315,8101879811,1.24028,1.24028,1.24028,no,false
9049309,zest-v1,SP22YZ90FF9KC1JFJE3G664KRBNXX2JQKQBD0D9JG,SP22YZ90FF9KC1JFJE3G664KRBNXX2JQKQBD0D9JG,9695083220,3544202861,1.641286,1.641286,1.641286,no,false
9049309,zest-v1,SP234NYXB20YQBVXANCXFAETTN214VHHGZ3AVTCED,SP234NYXB20YQBVXANCXFAETTN214VHHGZ3AVTCED,229755281,147633200,0.933755,0.92395,0.943559,yes,true
9049309,zest-v1,SP236FFCREY39JKPS8N3JPG2HRHA7YM3Z21J5PVC3,SP236FFCREY39JKPS8N3JPG2HRHA7YM3Z21J5PVC3,235397,246553,0.572851,0.566836,0.578865,yes,true
9049309,zest-v1,SP237V09675NR572ZEW9YM4F2PQWJ34KTGCNJKY30,SP237V09675NR572ZEW9YM4F2PQWJ34KTGCNJKY30,23655837,605764,23.430746,23.430727,23.430764,no,true
9049309,zest-v1,SP238277TE5SRPBDTPJ7R51CNRJ2Z0MM042FJ3JZY,SP238277TE5SRPBDTPJ7R51CNRJ2Z0MM042FJ3JZY,10935236136,2684960041,2.443665,2.418006,2.469323,no,false
9049309,zest-v1,SP239ZXF4CV1J2APZG82ZBCQDXBV5BMQ2EJR1AS4S,SP239ZXF4CV1J2APZG82ZBCQDXBV5BMQ2EJR1AS4S,75326402,56580700,0.798785,0.790398,0.807173,yes,true
9049309,zest-v1,SP23AG7C2K5PQB547CF6AP280N3ZNNAAZE5JPZ11W,SP23AG7C2K5PQB547CF6AP280N3ZNNAAZE5JPZ11W,5093966134,1863076441,1.640501,1.640501,1.640502,no,false
9049309,zest-v1,SP23B0XMZSJW3EX5TSPZZ7D6X9EPT3CA7K2TZFSPB,SP23B0XMZSJW3EX5TSPZZ7D6X9EPT3CA7K2TZFSPB,3378060484,1255114246,1.614862,1.614862,1.614862,no,false
9049309,zest-v1,SP23BYPV6CSGAVSE8NYXHE47W4A481D4BARVHY4M5,SP23BYPV6CSGAVSE8NYXHE47W4A481D4BARVHY4M5,889036265,491929637,1.084346,1.084346,1.084346,no,true
9049309,zest-v1,SP23D2QGEAWMY75VVJW2Q67RAFGT3M5XJGTNS9VV9,SP23D2QGEAWMY75VVJW2Q67RAFGT3M5XJGTNS9VV9,162423254,104213600,0.935137,0.925318,0.944956,yes,true
9049309,zest-v1,SP23DPK544CQNX958YBKT5GEMQ7N5BDZA40869E7W,SP23DPK544CQNX958YBKT5GEMQ7N5BDZA40869E7W,2589076497,922127983,1.684632,1.684632,1.684632,no,true
9049309,zest-v1,SP23FHX061WDTW4K4BN1A07WA041S1M7B6CEAJFJQ,SP23FHX061WDTW4K4BN1A07WA041S1M7B6CEAJFJQ,1221109025,591798548,1.238032,1.238032,1.238032,no,true
9049309,zest-v1,SP23FXJ9G1D5GYWBARAW269N5WGF75EBECFXFHZ7D,SP23FXJ9G1D5GYWBARAW269N5WGF75EBECFXFHZ7D,6518123372,2541466583,1.538826,1.538826,1.538826,no,false
9049309,zest-v1,SP23HPNEMH64THDRY5PNKCTA481CBB8R25CFCRZ6N,SP23HPNEMH64THDRY5PNKCTA481CBB8R25CFCRZ6N,5280154891,1789887454,1.769996,1.769996,1.769996,no,false
9049309,zest-v1,SP23T2MHR9HW9XZW4TWZKRYZZ6FK33GH4K4869R66,SP23T2MHR9HW9XZW4TWZKRYZZ6FK33GH4K4869R66,3313303,4758,417.818789,417.815266,417.822387,no,true
9049309,zest-v1,SP23YFKQQB2A83TQCDC4MEQPEKQZJKP83A48XMWXV,SP23YFKQQB2A83TQCDC4MEQPEKQZJKP83A48XMWXV,38816,2949,7.897457,7.894758,7.897457,no,true
9049309,zest-v1,SP23YTQDD36TXW1Z3CFKGHWBGDBB4R2B0GFTZ649Q,SP23YTQDD36TXW1Z3CFKGHWBGDBB4R2B0GFTZ649Q,126512473,2022543,37.530714,37.530701,37.530714,no,true
9049309,zest-v1,SP2417H88DQFN7FNDMSKM9N0B3Q6GNGEM40W7ZAZW,SP2417H88DQFN7FNDMSKM9N0B3Q6GNGEM40W7ZAZW,393713,58535,4.035668,4.035624,4.035668,no,true
9049309,zest-v1,SP2419ABMN44BQ275GD5GKESDPBWM4GX1BG8MY2A,SP2419ABMN44BQ275GD5GKESDPBWM4GX1BG8MY2A,269029664,180816600,0.892716,0.883342,0.902089,yes,true
9049309,zest-v1,SP247A8K42S2YQW314MWWKV8N6FVPN8TMPZX0VEW5,SP247A8K42S2YQW314MWWKV8N6FVPN8TMPZX0VEW5,220414592,243500,543.116038,537.41332,548.818758,no,true
9049309,zest-v1,SP24AGJFKRWK7EMYBFA7J4R2HXR7Z7883FT8KCHSK,SP24AGJFKRWK7EMYBFA7J4R2HXR7Z7883FT8KCHSK,4911354,4228700,0.69686,0.689543,0.704177,yes,true
9049309,zest-v1,SP24HEW4DX7QGE41AV6B67J37M12XQJRJGQM8C8F5,SP24HEW4DX7QGE41AV6B67J37M12XQJRJGQM8C8F5,2237894299,744357440,1.803887,1.803887,1.803887,no,true
9049309,zest-v1,SP24HT8K6HQBAG1RFGEE0MMB6QKVXW920FJ3YQ69J,SP24HT8K6HQBAG1RFGEE0MMB6QKVXW920FJ3YQ69J,7099851481,3446296352,1.236084,1.236084,1.236084,no,false
9049309,zest-v1,SP24M0BHJZRZW8ACE5WEECWYDGH6RD3TZTK1D9ABZ,SP24M0BHJZRZW8ACE5WEECWYDGH6RD3TZTK1D9ABZ,170115426,40925025,2.494055,2.494055,2.494055,no,true
9049309,zest-v1,SP24Q4PHRJR2XA9W04TM51AFVT59E44VT0Q0ABFFH,SP24Q4PHRJR2XA9W04TM51AFVT59E44VT0Q0ABFFH,5106250977,1886788360,1.623791,1.623791,1.623791,no,false
9049309,zest-v1,SP24RW51MKAV6XRZ1JSMRYZTKDRE1FJZ5DNWCMXJ5,SP24RW51MKAV6XRZ1JSMRYZTKDRE1FJZ5DNWCMXJ5,28264018,66724400,0.254156,0.251487,0.256825,yes,true
9049309,zest-v1,SP24Z7C1VBBEQ8Y988E6CCR42MW8F7D37BVKK01TA,SP24Z7C1VBBEQ8Y988E6CCR42MW8F7D37BVKK01TA,0,53913200,0,0,0,yes,true
9049309,zest-v1,SP24Z9YPQ4TTP04Q0V77FNNK5MPWCRJQ2WQYR945D,SP24Z9YPQ4TTP04Q0V77FNNK5MPWCRJQ2WQYR945D,3582863189,241968000,8.884307,8.791021,8.977592,no,true
9049309,zest-v1,SP250EWQ2XVTVC79YCFSFM3KYC63E9KMEDFBSVN96,SP250EWQ2XVTVC79YCFSFM3KYC63E9KMEDFBSVN96,739736938,368402626,1.204775,1.204775,1.204775,no,true
9049309,zest-v1,SP255M5D0S3JZBY6XF2R8C5V1ZQA5FXQM6Q1A7EZ5,SP255M5D0S3JZBY6XF2R8C5V1ZQA5FXQM6Q1A7EZ5,33757030,40191200,0.503947,0.498655,0.509238,yes,true
9049309,zest-v1,SP255R4NT3VXHGHHQP4A6YZK0RKA20ZXRRHDFYG1X,SP255R4NT3VXHGHHQP4A6YZK0RKA20ZXRRHDFYG1X,5752349226,2280812899,1.513237,1.513237,1.513237,no,false
9049309,zest-v1,SP256W5CZ649T316REA29NR3H5ZK6ACA160CYF2XT,SP256W5CZ649T316REA29NR3H5ZK6ACA160CYF2XT,2219208405,922375910,1.443582,1.443582,1.443582,no,true
9049309,zest-v1,SP256XEJDBY37SS4JEQAEVDX4Y421TXNTTSJ7RPCQ,SP256XEJDBY37SS4JEQAEVDX4Y421TXNTTSJ7RPCQ,256913493318,202620008359,1.141161,1.141161,1.141161,no,false
9049309,zest-v1,SP257MXWZK04XRGY7HYY69QSFV62TX2PC8A49WWSB,SP257MXWZK04XRGY7HYY69QSFV62TX2PC8A49WWSB,47550,5233,5.45194,5.45194,5.452028,no,true
9049309,zest-v1,SP2591N54T6FTX1YJND3TKDY5TB1RWFFWXZYW9XZ,SP2591N54T6FTX1YJND3TKDY5TB1RWFFWXZYW9XZ,7618065966,3946240964,1.158277,1.158277,1.158277,no,false
9049309,zest-v1,SP25KA1RNTEA1YDWWPTMZH2DRYC0SHRR7Z9ZA29QT,SP25KA1RNTEA1YDWWPTMZH2DRYC0SHRR7Z9ZA29QT,3960116178,1770875737,1.341748,1.341748,1.341748,no,false
9049309,zest-v1,SP25KR14Y2E3SPNDWAWE39391XEXWXKR28RKARKTJ,SP25KR14Y2E3SPNDWAWE39391XEXWXKR28RKARKTJ,3818260668,1769759171,1.294502,1.294502,1.294502,no,false
9049309,zest-v1,SP25V5VHY8EXNJ3PEVH6D9P9MDE9BYM5P17A528KV,SP25V5VHY8EXNJ3PEVH6D9P9MDE9BYM5P17A528KV,1661113,427622,2.330722,2.330721,2.330722,no,true
