block_height,market,check,kind,asset,decimals,indexed,onchain,delta,delta_pct,rule,status
9049309,granite-aeusdc,debt:shares,debt,debt-shares,,29031732666,29031732666,0,0,tolerance,OK
9049309,granite-aeusdc,collateral:sBTC,collateral,sBTC,8,113493123,113493123,0,0,tolerance,OK
