block_height,market,position,account,side,asset,amount_base_units
9049309,granite-usdcx,SP3N7RQN2E224Z3NQ0GRE9DN3JXFSYWX9GSJN290S,SP3N7RQN2E224Z3NQ0GRE9DN3JXFSYWX9GSJN290S,collateral,sBTC,5471408
9049309,granite-usdcx,SP3N7RQN2E224Z3NQ0GRE9DN3JXFSYWX9GSJN290S,SP3N7RQN2E224Z3NQ0GRE9DN3JXFSYWX9GSJN290S,debt,usdcx,1001557535
9049309,granite-usdcx,SP3N7RQN2E224Z3NQ0GRE9DN3JXFSYWX9GSJN290S,SP3N7RQN2E224Z3NQ0GRE9DN3JXFSYWX9GSJN290S,debt_stored,shares,991322085
9049309,granite-usdcx,SP3ND3H6QF7RW2H3TM4MA316Y1J158SFWS6YDD83Z,SP3ND3H6QF7RW2H3TM4MA316Y1J158SFWS6YDD83Z,collateral,sBTC,626064922
9049309,granite-usdcx,SP3ND3H6QF7RW2H3TM4MA316Y1J158SFWS6YDD83Z,SP3ND3H6QF7RW2H3TM4MA316Y1J158SFWS6YDD83Z,debt,usdcx,86643503205
9049309,granite-usdcx,SP3ND3H6QF7RW2H3TM4MA316Y1J158SFWS6YDD83Z,SP3ND3H6QF7RW2H3TM4MA316Y1J158SFWS6YDD83Z,debt_stored,shares,85758047152
9049309,granite-usdcx,SP3QXCV3CDV124V6XXJN1HXY3KXCSG30P9XFT3ZSK,SP3QXCV3CDV124V6XXJN1HXY3KXCSG30P9XFT3ZSK,collateral,sBTC,233342851
9049309,granite-usdcx,SP3QXCV3CDV124V6XXJN1HXY3KXCSG30P9XFT3ZSK,SP3QXCV3CDV124V6XXJN1HXY3KXCSG30P9XFT3ZSK,debt,usdcx,100725528068
9049309,granite-usdcx,SP3QXCV3CDV124V6XXJN1HXY3KXCSG30P9XFT3ZSK,SP3QXCV3CDV124V6XXJN1HXY3KXCSG30P9XFT3ZSK,debt_stored,shares,99696160312
9049309,granite-usdcx,SP3Z7511VWR5WG9J3MAKER3NRZYKWT83K2XTP36EV,SP3Z7511VWR5WG9J3MAKER3NRZYKWT83K2XTP36EV,collateral,sBTC,1000000
9049309,granite-usdcx,SP3Z7511VWR5WG9J3MAKER3NRZYKWT83K2XTP36EV,SP3Z7511VWR5WG9J3MAKER3NRZYKWT83K2XTP36EV,debt,usdcx,399216713
9049309,granite-usdcx,SP3Z7511VWR5WG9J3MAKER3NRZYKWT83K2XTP36EV,SP3Z7511VWR5WG9J3MAKER3NRZYKWT83K2XTP36EV,debt_stored,shares,395136905
9049309,granite-usdcx,SPJXN1F2E5X33Y32XTKHQ3DTQSBM7A70766JDPY8,SPJXN1F2E5X33Y32XTKHQ3DTQSBM7A70766JDPY8,collateral,sBTC,2896
9049309,granite-usdcx,SPMM6TGD0J5QHBNCB3MJCVD5ZCPV1R0X1PXH70QR,SPMM6TGD0J5QHBNCB3MJCVD5ZCPV1R0X1PXH70QR,collateral,sBTC,67
9049309,granite-usdcx,SPMM6TGD0J5QHBNCB3MJCVD5ZCPV1R0X1PXH70QR,SPMM6TGD0J5QHBNCB3MJCVD5ZCPV1R0X1PXH70QR,debt,usdcx,23
9049309,granite-usdcx,SPMM6TGD0J5QHBNCB3MJCVD5ZCPV1R0X1PXH70QR,SPMM6TGD0J5QHBNCB3MJCVD5ZCPV1R0X1PXH70QR,debt_stored,shares,22
9049309,granite-usdcx,SPT0VNCM718ZY6HD4GPX2GH800TWRZJ5AXVT3GRY,SPT0VNCM718ZY6HD4GPX2GH800TWRZJ5AXVT3GRY,collateral,sBTC,533783
9049309,granite-usdcx,SPT0VNCM718ZY6HD4GPX2GH800TWRZJ5AXVT3GRY,SPT0VNCM718ZY6HD4GPX2GH800TWRZJ5AXVT3GRY,debt,usdcx,151205102
9049309,granite-usdcx,SPT0VNCM718ZY6HD4GPX2GH800TWRZJ5AXVT3GRY,SPT0VNCM718ZY6HD4GPX2GH800TWRZJ5AXVT3GRY,debt_stored,shares,149659856
9049309,granite-usdcx,SPWEA3BQ1KRXGDGGTN5W8TDKHGZWGMAWTNN4QNWT,SPWEA3BQ1KRXGDGGTN5W8TDKHGZWGMAWTNN4QNWT,collateral,sBTC,267369004
9049309,granite-usdcx,SPWEA3BQ1KRXGDGGTN5W8TDKHGZWGMAWTNN4QNWT,SPWEA3BQ1KRXGDGGTN5W8TDKHGZWGMAWTNN4QNWT,debt,usdcx,115572456584
9049309,granite-usdcx,SPWEA3BQ1KRXGDGGTN5W8TDKHGZWGMAWTNN4QNWT,SPWEA3BQ1KRXGDGGTN5W8TDKHGZWGMAWTNN4QNWT,debt_stored,shares,114391360167
