block_height,market,position,account,coll_usd_e8,debt_usd_e8,health,health_low,health_high,liquidatable,dust
9049309,arkadiko-v2,SPHTME3Z11YK1AGKC0MBNNXKCPRC9WR52MDDV9GK|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SPHTME3Z11YK1AGKC0MBNNXKCPRC9WR52MDDV9GK,751769517,11517400,46.623214,46.623214,46.623214,no,true
9049309,arkadiko-v2,SP3KFNCCPKPCGMFKMVCCGK877M9VTD23Q9JNSR4TD|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP3KFNCCPKPCGMFKMVCCGK877M9VTD23Q9JNSR4TD,929974297,11517400,57.675071,57.675071,57.675071,no,true
9049309,arkadiko-v2,SPN4Y5QPGQA8882ZXW90ADC2DHYXMSTN8VAR8C3X|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SPN4Y5QPGQA8882ZXW90ADC2DHYXMSTN8VAR8C3X,3719897301,42818300,62.0545,62.0545,62.0545,no,true
9049309,arkadiko-v2,SP1JVB9ZWKPGMYQ62YFWA8KBE66SDEFJHGJR9DVX1|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP1JVB9ZWKPGMYQ62YFWA8KBE66SDEFJHGJR9DVX1,1041571238,11517400,64.596071,64.596071,64.596071,no,true
9049309,arkadiko-v2,SP15W9F3KC39ZHXS6Q3HA4J3VMXSVDWF4DSND7GAK|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP15W9F3KC39ZHXS6Q3HA4J3VMXSVDWF4DSND7GAK,1119525195,11605800,68.901786,68.901786,68.901786,no,true
9049309,arkadiko-v2,SP2MN9BT5230AM8YPXK4JVYRMAXJ6G3VZ206ZS8X1|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP2MN9BT5230AM8YPXK4JVYRMAXJ6G3VZ206ZS8X1,37198973169,353300000,75.207143,75.207143,75.207143,no,true
9049309,arkadiko-v2,SP1SBR1Z6PZBJT17PHYBSPB6YP7TBGBRD85FJ31X5|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP1SBR1Z6PZBJT17PHYBSPB6YP7TBGBRD85FJ31X5,1525157883,12011700,90.694714,90.694714,90.694714,no,true
9049309,arkadiko-v2,SP2EEJQ060B714W0DPXTZ9STWS9F1FXZ807ZYJPX5|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP2EEJQ060B714W0DPXTZ9STWS9F1FXZ807ZYJPX5,38148964237,293835200,92.7365,92.7365,92.7365,no,true
9049309,arkadiko-v2,SP2132VJK6NHGW73PQSDH0QKY4CMT5BQSZ75XADDF|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP2132VJK6NHGW73PQSDH0QKY4CMT5BQSZ75XADDF,2045943521,11517400,126.885214,126.885214,126.885214,no,true
9049309,arkadiko-v2,SP15M3SRPBS8P9TQG9R095BARHA4S5A5QFMCY2TGM|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP15M3SRPBS8P9TQG9R095BARHA4S5A5QFMCY2TGM,2864320915,11517400,177.639286,177.639286,177.639286,no,true
9049309,arkadiko-v2,SP1GCY8C8TAFTWK2CF1MFGN85W3FSJCN9N2VRFZF7|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP1GCY8C8TAFTWK2CF1MFGN85W3FSJCN9N2VRFZF7,3719897301,11694900,227.198929,227.198929,227.198929,no,true
9049309,arkadiko-v2,SP1RJ9M7YTC2H8DAYGTAQGEYHNQ7SATF0SJMQJX59|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP1RJ9M7YTC2H8DAYGTAQGEYHNQ7SATF0SJMQJX59,3719897301,11517400,230.700429,230.700429,230.700429,no,true
9049309,arkadiko-v2,SPKPA06RC4DW68HGDS3CFEXT7ZH7QPMGM97B7K02|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SPKPA06RC4DW68HGDS3CFEXT7ZH7QPMGM97B7K02,7439794603,14505700,366.348286,366.348286,366.348286,no,true
9049309,arkadiko-v2,SP3822PDE5AZSHDMF7W1F60QMFWVRRC641AGBKYYY|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP3822PDE5AZSHDMF7W1F60QMFWVRRC641AGBKYYY,6530563921,11517400,405.012286,405.012286,405.012286,no,true
9049309,arkadiko-v2,SP2BHZ4GDZBP12WGWH0GGVF3ZNVGYWTWN6B7P3QXY|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP2BHZ4GDZBP12WGWH0GGVF3ZNVGYWTWN6B7P3QXY,7439794603,11517400,461.400857,461.400857,461.400857,no,true
9049309,arkadiko-v2,SP2E85Y7SJAPEET3RG6X79AMCSSEMP28M09W0V026|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP2E85Y7SJAPEET3RG6X79AMCSSEMP28M09W0V026,8183774086,11521800,507.347143,507.347143,507.347143,no,true
9049309,arkadiko-v2,SP30NSFJ78W9Q1KREP8NJD7T3YAMY6HR8E4ACDQVE|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP30NSFJ78W9Q1KREP8NJD7T3YAMY6HR8E4ACDQVE,8406967931,11517400,521.383,521.383,521.383,no,true
9049309,arkadiko-v2,SP2NR2625HB0YFFRFBD9VHVYESNY83VTMKZXMV6H0|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP2NR2625HB0YFFRFBD9VHVYESNY83VTMKZXMV6H0,9299743273,11517400,576.751143,576.751143,576.751143,no,true
9049309,arkadiko-v2,SP1EMFNE8SYE60AAH6X2YW1RC2K2VE1744KT4G3YD|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP1EMFNE8SYE60AAH6X2YW1RC2K2VE1744KT4G3YD,10973697091,11517400,680.566357,680.566357,680.566357,no,true
9049309,arkadiko-v2,SP168KQV2ME5PDA6P6KRQ49M7ZED1TYC0JMX2VNDK|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP168KQV2ME5PDA6P6KRQ49M7ZED1TYC0JMX2VNDK,37198973169,11517400,2307.004571,2307.004571,2307.004571,no,true
9049309,arkadiko-v2,SP18ZWQMEX1K741ZXQ6FZ1J6RMZ4NWNR08YTH8HK4|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP18ZWQMEX1K741ZXQ6FZ1J6RMZ4NWNR08YTH8HK4,95101858924,11517400,5898.023786,5898.023786,5898.023786,no,true
9049309,arkadiko-v2,SP1DW2D361PXVM0VC3Z0MPTGAVC8RQYPAG19YSBVG|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP1DW2D361PXVM0VC3Z0MPTGAVC8RQYPAG19YSBVG,112313308434,11517400,6965.442857,6965.442857,6965.442857,no,true
9049309,arkadiko-v2,SP2ZDK0KDW1CFRJ0Q6KCB77XA16BW5ZREA1QG92ST|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP2ZDK0KDW1CFRJ0Q6KCB77XA16BW5ZREA1QG92ST,138418771883,11532300,8573.359286,8573.359286,8573.359286,no,true
9049309,arkadiko-v2,SP1E4RB2PRM9SNN8M4V6C6K7DG55DM722DJ0AQWS8|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP1E4RB2PRM9SNN8M4V6C6K7DG55DM722DJ0AQWS8,191982436209,11517400,11906.360071,11906.360071,11906.360071,no,true
9049309,arkadiko-v2,SP12C6V7SMTTM4DK87FX4FDAA9WPCV7P83EP4EMD1|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP12C6V7SMTTM4DK87FX4FDAA9WPCV7P83EP4EMD1,302581316901,11517400,18765.477571,18765.477571,18765.477571,no,true
9049309,arkadiko-v2,SP25GVRF24WD68CG4A6Q5PTN5CGC0SSPWZZW0V9XM|SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token,SP25GVRF24WD68CG4A6Q5PTN5CGC0SSPWZZW0V9XM,985412812095,11517400,61113.297643,61113.297643,61113.297643,no,true
