block_height,market,position,account,coll_usd_e8,debt_usd_e8,health,health_low,health_high,liquidatable,dust
9049309,granite-aeusdc,SP6C6FDC0JYJY0Z4NJHGA4YF0VN5RJ6VX84ZCXXX,SP6C6FDC0JYJY0Z4NJHGA4YF0VN5RJ6VX84ZCXXX,5035900,144800,22.605663,22.408402,22.788235,no,true
9049309,granite-aeusdc,SP6D46PKMRXECXVBRHFDQ1B5X0ZJ0BS3T4W1SJSX,SP6D46PKMRXECXVBRHFDQ1B5X0ZJ0BS3T4W1SJSX,1007100,174100,3.759908,3.726804,3.791019,no,true
9049309,granite-aeusdc,SP73FGVQ7C0K1JS2PVHM2T4PS9X6SB3SPSJN51HX,SP73FGVQ7C0K1JS2PVHM2T4PS9X6SB3SPSJN51HX,2123559790400,1046892214200,1.318487,1.307308,1.329722,no,false
9049309,granite-aeusdc,SP77KASPKD56M9VYPVEF76DEBSR4BFYVQEED1BFM,SP77KASPKD56M9VYPVEF76DEBSR4BFYVQEED1BFM,5287700,400,8592.5,6832.8,8644,no,true
9049309,granite-aeusdc,SP7H3DGCRGYNPX375QD7TJWQ7SG0PD3MMAXAMEZ8,SP7H3DGCRGYNPX375QD7TJWQ7SG0PD3MMAXAMEZ8,4280500,200,13911.5,9218.666667,13995,no,true
9049309,granite-aeusdc,SP8EA3SDJ5WQ49A0529KV9N6HT594G0J2WNQ4AW8,SP8EA3SDJ5WQ49A0529KV9N6HT594G0J2WNQ4AW8,3441200,200,11183.5,7411,11250.5,no,true
9049309,granite-aeusdc,SP8FHVKHMAVSMTF75Y0T6PN8X2G84EWS9FESGPNF,SP8FHVKHMAVSMTF75Y0T6PN8X2G84EWS9FESGPNF,419600,400,681.75,542.2,685.75,no,true
9049309,granite-aeusdc,SP8NF7G324PDTB48QVQKPADWHVJNKN0QEZ6FSX07,SP8NF7G324PDTB48QVQKPADWHVJNKN0QEZ6FSX07,923200,200,3000,1988.333333,3018.5,no,true
9049309,granite-aeusdc,SP8NVDKTMK970HHH0VGNBTPNR7RAWQ24DJ4ANSX6,SP8NVDKTMK970HHH0VGNBTPNR7RAWQ24DJ4ANSX6,7302100,200,23731.5,15726,23874,no,true
9049309,granite-aeusdc,SP95S24KF7JV99XGW2W5NVXWR5ZWX4QSTGE2825E,SP95S24KF7JV99XGW2W5NVXWR5ZWX4QSTGE2825E,8393200,1000,5455.5,4929.818182,5488.3,no,true
9049309,granite-aeusdc,SP99P54X45ST636W8CFT4CRMWEK81QV53W44STY9,SP99P54X45ST636W8CFT4CRMWEK81QV53W44STY9,3944800,217200,11.805249,11.70202,11.903553,no,true
9049309,granite-aeusdc,SP9DPT3NTHZDD7FZDEDRHM06DHH14Q9AGDJEQW7J,SP9DPT3NTHZDD7FZDEDRHM06DHH14Q9AGDJEQW7J,2014300,500,2618.4,2169,2634.2,no,true
9049309,granite-aeusdc,SP9K7ZFR2VMQTFWR7RZX9DPQ3EBZZQ3N26QNMXHX,SP9K7ZFR2VMQTFWR7RZX9DPQ3EBZZQ3N26QNMXHX,755300,49300,9.957404,9.858586,10.038618,no,true
9049309,granite-aeusdc,SP9RC2KW5XD79XHP41CEYSKTHXFQTFJTE6T05QVM,SP9RC2KW5XD79XHP41CEYSKTHXFQTFJTE6T05QVM,8393200,200,27277.5,18076,27441.5,no,true
9049309,granite-aeusdc,SP9XKFETDDVXCACG4501SDWGV3R8AEDRMKZNHP4Y,SP9XKFETDDVXCACG4501SDWGV3R8AEDRMKZNHP4Y,4121774100,1711637000,1.565258,1.551986,1.578596,no,false
9049309,granite-aeusdc,SPA6N09HQT5XG6J0KTNFQH2D625MDFZ19DEJ71N5,SPA6N09HQT5XG6J0KTNFQH2D625MDFZ19DEJ71N5,8393200,200,27277.5,18076,27441.5,no,true
9049309,granite-aeusdc,SPASC66YVGNPY76K36YEF52HGM8F4MFWBQQ80VDT,SPASC66YVGNPY76K36YEF52HGM8F4MFWBQQ80VDT,3693000,86700,27.686275,27.425287,27.916763,no,true
