snapshot_block,market,kind,txid,tx_height,tx_time,caller,borrowers,movement,asset,amount_base_units
9053676,arkadiko-v2,redemption,0x31e7bcb14ed83c0dac7d7e16ec460a1491823732778375cd2ecd71b4e984859a,8839334,1787676797,SP2YXYP86KQYSYNZ1TBC5Q1NZV6PPAH23MPVATY43,SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR,debt_repaid,SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.usda-token::usda,9589649
9053676,arkadiko-v2,redemption,0x31e7bcb14ed83c0dac7d7e16ec460a1491823732778375cd2ecd71b4e984859a,8839334,1787676797,SP2YXYP86KQYSYNZ1TBC5Q1NZV6PPAH23MPVATY43,SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR,collateral_seized,SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token::ststx,32133195
9053676,arkadiko-v2,redemption,0x1bebeac2b508f2963c76c0f59e8e7a9aa03c62df4d41b3436875b8a9ea500601,8840416,1787690004,SP2YXYP86KQYSYNZ1TBC5Q1NZV6PPAH23MPVATY43,SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR,debt_repaid,SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.usda-token::usda,9598478
9053676,arkadiko-v2,redemption,0x1bebeac2b508f2963c76c0f59e8e7a9aa03c62df4d41b3436875b8a9ea500601,8840416,1787690004,SP2YXYP86KQYSYNZ1TBC5Q1NZV6PPAH23MPVATY43,SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR,collateral_seized,SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token::ststx,31824979
9053676,arkadiko-v2,redemption,0x6b97fd72e246df71dd001d8582d1d2f19586374829a711ba65894e3a50f81cab,8844103,1787737665,SP2YXYP86KQYSYNZ1TBC5Q1NZV6PPAH23MPVATY43,SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR,debt_repaid,SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.usda-token::usda,2886280
9053676,arkadiko-v2,redemption,0x6b97fd72e246df71dd001d8582d1d2f19586374829a711ba65894e3a50f81cab,8844103,1787737665,SP2YXYP86KQYSYNZ1TBC5Q1NZV6PPAH23MPVATY43,SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR,collateral_seized,SP4SZE494VC2YC5JYG7AYFQ44F5Q4PYV7DVMDPBG.ststx-token::ststx,9213848
