block_height,market,position,account,side,asset,amount_base_units
9053676,zest-v1,SP1XPCCJE4NR82X6D8PX32NF1KAYYM36B5T83J6GP,SP1XPCCJE4NR82X6D8PX32NF1KAYYM36B5T83J6GP,debt,aeUSDC,178341
9053676,zest-v1,SP1XPCCJE4NR82X6D8PX32NF1KAYYM36B5T83J6GP,SP1XPCCJE4NR82X6D8PX32NF1KAYYM36B5T83J6GP,debt_stored,aeUSDC,129755
9053676,zest-v1,SP1XSM7TXGZ5JGY1DF4R6NPWSH1XKQCVZ1XARH0KA,SP1XSM7TXGZ5JGY1DF4R6NPWSH1XKQCVZ1XARH0KA,collateral,stSTX,913448
9053676,zest-v1,SP1XSM7TXGZ5JGY1DF4R6NPWSH1XKQCVZ1XARH0KA,SP1XSM7TXGZ5JGY1DF4R6NPWSH1XKQCVZ1XARH0KA,debt,USDH,39678948
9053676,zest-v1,SP1XSM7TXGZ5JGY1DF4R6NPWSH1XKQCVZ1XARH0KA,SP1XSM7TXGZ5JGY1DF4R6NPWSH1XKQCVZ1XARH0KA,debt_stored,USDH,35748562
9053676,zest-v1,SP1XVFZJJ48Y5586BTDWE22MXFDCYZKCDRWY6T0AA,SP1XVFZJJ48Y5586BTDWE22MXFDCYZKCDRWY6T0AA,collateral,stSTX,923167
9053676,zest-v1,SP1XVFZJJ48Y5586BTDWE22MXFDCYZKCDRWY6T0AA,SP1XVFZJJ48Y5586BTDWE22MXFDCYZKCDRWY6T0AA,debt,stSTX,60
9053676,zest-v1,SP1XVFZJJ48Y5586BTDWE22MXFDCYZKCDRWY6T0AA,SP1XVFZJJ48Y5586BTDWE22MXFDCYZKCDRWY6T0AA,debt_stored,stSTX,58
9053676,zest-v1,SP1XWB45KS2HPJ1C25C2NX7FSZQZ7AFFS3HCGZF1K,SP1XWB45KS2HPJ1C25C2NX7FSZQZ7AFFS3HCGZF1K,collateral,stSTX,10019069
9053676,zest-v1,SP1XWB45KS2HPJ1C25C2NX7FSZQZ7AFFS3HCGZF1K,SP1XWB45KS2HPJ1C25C2NX7FSZQZ7AFFS3HCGZF1K,debt,STX,5873779
9053676,zest-v1,SP1XWB45KS2HPJ1C25C2NX7FSZQZ7AFFS3HCGZF1K,SP1XWB45KS2HPJ1C25C2NX7FSZQZ7AFFS3HCGZF1K,debt_stored,STX,5000000
9053676,zest-v1,SP1Y0CP644NV3TTQM5VBWM137K1VC0BJQ13WXMADZ,SP1Y0CP644NV3TTQM5VBWM137K1VC0BJQ13WXMADZ,collateral,stSTX,718
9053676,zest-v1,SP1Y0CP644NV3TTQM5VBWM137K1VC0BJQ13WXMADZ,SP1Y0CP644NV3TTQM5VBWM137K1VC0BJQ13WXMADZ,debt,stSTX,9
9053676,zest-v1,SP1Y0CP644NV3TTQM5VBWM137K1VC0BJQ13WXMADZ,SP1Y0CP644NV3TTQM5VBWM137K1VC0BJQ13WXMADZ,debt_stored,stSTX,8
9053676,zest-v1,SP1Y27D4F7HTSM43HK391Z3Q8K313JBCWT3ZTASMW,SP1Y27D4F7HTSM43HK391Z3Q8K313JBCWT3ZTASMW,collateral,STX,56871943
9053676,zest-v1,SP1Y27D4F7HTSM43HK391Z3Q8K313JBCWT3ZTASMW,SP1Y27D4F7HTSM43HK391Z3Q8K313JBCWT3ZTASMW,collateral,stSTX,102586897
9053676,zest-v1,SP1Y27D4F7HTSM43HK391Z3Q8K313JBCWT3ZTASMW,SP1Y27D4F7HTSM43HK391Z3Q8K313JBCWT3ZTASMW,debt,STX,60372492
9053676,zest-v1,SP1Y27D4F7HTSM43HK391Z3Q8K313JBCWT3ZTASMW,SP1Y27D4F7HTSM43HK391Z3Q8K313JBCWT3ZTASMW,debt_stored,STX,51382454
9053676,zest-v1,SP1Y2T8VZ3KSH3ASQN42ZT291JPEGEX292HKN525D,SP1Y2T8VZ3KSH3ASQN42ZT291JPEGEX292HKN525D,collateral,stSTX,32587
9053676,zest-v1,SP1Y2T8VZ3KSH3ASQN42ZT291JPEGEX292HKN525D,SP1Y2T8VZ3KSH3ASQN42ZT291JPEGEX292HKN525D,debt,STX,10471
9053676,zest-v1,SP1Y2T8VZ3KSH3ASQN42ZT291JPEGEX292HKN525D,SP1Y2T8VZ3KSH3ASQN42ZT291JPEGEX292HKN525D,debt_stored,STX,9258
9053676,zest-v1,SP1YCKGH91VHNXYF73MQQQW9F9KX0R8QFKPCNC63V,SP1YCKGH91VHNXYF73MQQQW9F9KX0R8QFKPCNC63V,collateral,stSTX,4014109
9053676,zest-v1,SP1YCKGH91VHNXYF73MQQQW9F9KX0R8QFKPCNC63V,SP1YCKGH91VHNXYF73MQQQW9F9KX0R8QFKPCNC63V,debt,stSTX,2096051
9053676,zest-v1,SP1YCKGH91VHNXYF73MQQQW9F9KX0R8QFKPCNC63V,SP1YCKGH91VHNXYF73MQQQW9F9KX0R8QFKPCNC63V,debt_stored,stSTX,2000000
9053676,zest-v1,SP1YEPYCQP39HBK44CJG01BNK3C5YGW0C3CY264M2,SP1YEPYCQP39HBK44CJG01BNK3C5YGW0C3CY264M2,collateral,stSTX,2650058321
9053676,zest-v1,SP1YEPYCQP39HBK44CJG01BNK3C5YGW0C3CY264M2,SP1YEPYCQP39HBK44CJG01BNK3C5YGW0C3CY264M2,debt,aeUSDC,246498430
9053676,zest-v1,SP1YEPYCQP39HBK44CJG01BNK3C5YGW0C3CY264M2,SP1YEPYCQP39HBK44CJG01BNK3C5YGW0C3CY264M2,debt_stored,aeUSDC,243664149
