block_height,market,position,account,side,asset,amount_base_units
9053676,arkadiko-v2,SP1HBSPDYX7D8413DP2Q2GWQD2YFV061Q0VJ82ED4|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SP1HBSPDYX7D8413DP2Q2GWQD2YFV061Q0VJ82ED4,debt,USDA,10000
9053676,arkadiko-v2,SP1HBSPDYX7D8413DP2Q2GWQD2YFV061Q0VJ82ED4|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SP1HBSPDYX7D8413DP2Q2GWQD2YFV061Q0VJ82ED4,debt_stored,USDA,10000
9053676,arkadiko-v2,SP2FERZWHCY7B9CTFSJK8EW75W01MDGF3S8Z76TRN|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SP2FERZWHCY7B9CTFSJK8EW75W01MDGF3S8Z76TRN,collateral,STX,40356514
9053676,arkadiko-v2,SP2FERZWHCY7B9CTFSJK8EW75W01MDGF3S8Z76TRN|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SP2FERZWHCY7B9CTFSJK8EW75W01MDGF3S8Z76TRN,debt,USDA,17004
9053676,arkadiko-v2,SP2FERZWHCY7B9CTFSJK8EW75W01MDGF3S8Z76TRN|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SP2FERZWHCY7B9CTFSJK8EW75W01MDGF3S8Z76TRN,debt_stored,USDA,17004
9053676,arkadiko-v2,SP30MK30GF3YACJQ0ERHG89V1FCAWMQBKSPQG93MM|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SP30MK30GF3YACJQ0ERHG89V1FCAWMQBKSPQG93MM,collateral,STX,36132760
9053676,arkadiko-v2,SP30MK30GF3YACJQ0ERHG89V1FCAWMQBKSPQG93MM|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SP30MK30GF3YACJQ0ERHG89V1FCAWMQBKSPQG93MM,debt,USDA,10000
9053676,arkadiko-v2,SP30MK30GF3YACJQ0ERHG89V1FCAWMQBKSPQG93MM|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SP30MK30GF3YACJQ0ERHG89V1FCAWMQBKSPQG93MM,debt_stored,USDA,10000
9053676,arkadiko-v2,SPMHBW0ME2NPEBGGQ3H56Q159FNFR79DD6WNVJMG|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SPMHBW0ME2NPEBGGQ3H56Q159FNFR79DD6WNVJMG,collateral,STX,155000000
9053676,arkadiko-v2,SPMHBW0ME2NPEBGGQ3H56Q159FNFR79DD6WNVJMG|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SPMHBW0ME2NPEBGGQ3H56Q159FNFR79DD6WNVJMG,debt,USDA,37505
9053676,arkadiko-v2,SPMHBW0ME2NPEBGGQ3H56Q159FNFR79DD6WNVJMG|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SPMHBW0ME2NPEBGGQ3H56Q159FNFR79DD6WNVJMG,debt_stored,USDA,37505
9053676,arkadiko-v2,SP2KP96PS0P584GVKA1HC5RP385DK53ZYC50B00K0|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SP2KP96PS0P584GVKA1HC5RP385DK53ZYC50B00K0,collateral,STX,50000000
9053676,arkadiko-v2,SP2KP96PS0P584GVKA1HC5RP385DK53ZYC50B00K0|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SP2KP96PS0P584GVKA1HC5RP385DK53ZYC50B00K0,debt,USDA,10036
9053676,arkadiko-v2,SP2KP96PS0P584GVKA1HC5RP385DK53ZYC50B00K0|SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR.wstx-token,SP2KP96PS0P584GVKA1HC5RP385DK53ZYC50B00K0,debt_stored,USDA,10036
